date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:41:53	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:41:53%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2386	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2386	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:53	868224/868224	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2016:22:23%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/53cfb3cb948d0d6d43ead9af2abd5bab.js	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/53cfb3cb948d0d6d43ead9af2abd5bab.js	(from https://www.sotaimaging.com/demo/)
09:41:53	18477/18477	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:54:30%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_1_19-e1546910810932.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_1_19-e1546910810932.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:54	66804/66804	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:00:10%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/incisor_detail.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/incisor_detail.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:55	42231/42231	---M-Z	200	added ('OK')	application/json	date:Mon,%2026%20Dec%202022%2014:41:53%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2386/	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2386/index.html	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:55	55384/55384	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2007:58:37%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/single_molar.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/single_molar.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:56	225502/225502	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:00:45%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Full-Smile.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Full-Smile.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:41:54%20GMT	https://www.sotaimaging.com/?p=2386	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/index9210.html	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:56	77527/77527	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2007:58:01%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/upper_molar.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/upper_molar.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:57	28685/28685	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:51:59%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/grid_distort-e1546910736160.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/grid_distort-e1546910736160.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:58	166046/166046	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:01:42%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/filling_detail.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/filling_detail.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:41:58	255870/255870	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:59:12%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/lowerarch.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/lowerarch.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:00	15847/15847	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2005:39:22%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_profile-1.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_profile-1.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:01	24691/24691	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:52:27%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/grid_claris-e1546910718648.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/grid_claris-e1546910718648.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:01	3763/3763	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:51:33%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/aluminum_sign.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/aluminum_sign.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:01	2763/2763	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:51:27%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/weight.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/weight.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:02	5274/5274	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:49:27%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_integration_illo.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_integration_illo.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:02	39775/39775	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:49:51%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_slide_illo.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_slide_illo.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:02	11462/11462	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:49:02%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_2_19-e1546910887852.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_2_19-e1546910887852.png	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:02	264089/264089	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2007:56:45%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/i5HD_Camera-Comparison-Chart.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/i5HD_Camera-Comparison-Chart.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:02	13425/13425	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Oct%202021%2016:46:17%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/wp-content/plugins/divi-essential/styles/swiper.min.css?ver=1633452377	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/wp-content/plugins/divi-essential/styles/swiper.min8b72.css	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:04	6551/6551	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Oct%202021%2016:49:31%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/2407/et-divi-dynamic-tb-1466-tb-2846-2407.css?ver=1633452571	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/2407/et-divi-dynamic-tb-1466-tb-2846-2407b61f.css	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:04	45094/45094	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:07:46%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Lower-Posterior-PA-02.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Lower-Posterior-PA-02.jpg	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:04	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:42:04%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2407	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2407	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:04	1008860/1008860	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2016:22:13%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/7f8bb59ee78e951c2ba5aff532b47360.js	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/7f8bb59ee78e951c2ba5aff532b47360.js	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:04	7072/7072	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:48:21%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/ClioPrimeLogo.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/ClioPrimeLogo.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:05	44759/44759	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:47:17%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/HeroSensorOnly_122820-01.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/HeroSensorOnly_122820-01.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:05	312306/312306	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:52:59%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_powerful.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/i5hd_powerful.jpg	(from https://www.sotaimaging.com/claris-i5hd-intraoral-camera/)
09:42:05	1469/1469	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:12:56%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/ImageQualityIcon.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/ImageQualityIcon.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:05	1349/1349	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:12:53%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/RetakeIcon.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/RetakeIcon.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:06	1135/1135	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:12:59%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/ConsistentIcon.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/ConsistentIcon.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:06	47972/47972	---M-Z	200	added ('OK')	application/json	date:Mon,%2026%20Dec%202022%2014:42:04%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2407/	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2407/index.html	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:42:05%20GMT	https://www.sotaimaging.com/?p=2407	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/index2807.html	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	71687/71687	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:44:07%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/ComfyCornerGroup.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/ComfyCornerGroup.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	37319/37319	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:12:23%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Sized1.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Sized1.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	124284/124284	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:45:42%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/shoot-with-any-source.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/shoot-with-any-source.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	23899/23899	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:11:19%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Sized3.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Sized3.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:07	33850/33850	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:10:48%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Sized4.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Sized4.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:08	44007/44007	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:11:50%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Sized2.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Sized2.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:08	316/316	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2022%20Jul%202021%2005:40:22%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/BlueCheck.svg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/BlueCheck.svg	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:09	22980/22980	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:43:22%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/FullyIntegrated.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/FullyIntegrated.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:09	90557/90557	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:04:36%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/Strength2.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/Strength2.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:09	5656/5656	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2005:39:10%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/HeroBG_011421.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/HeroBG_011421.jpg	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:10	44531/44531	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2005:40:08%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/texturebg_011421.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/texturebg_011421.jpg	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:10	11648/11648	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Oct%202021%2016:55:25%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/2339/et-divi-dynamic-tb-1466-tb-2846-2339.css?ver=1633452925	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/2339/et-divi-dynamic-tb-1466-tb-2846-23396a20.css	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:10	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:42:11%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2339	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2339	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:11	1009592/1009592	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2015:53:36%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/4dcfed1bff1afe2796c27fba5f0a9d4e.js	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/4dcfed1bff1afe2796c27fba5f0a9d4e.js	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:12	29880/29880	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:25:32%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/clio_banner.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/clio_banner.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:12	241236/241236	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:46:50%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/SOTAImageUpdatedLarge-1.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/SOTAImageUpdatedLarge-1.png	(from https://www.sotaimaging.com/clio-prime-digital-x-ray-sensor/)
09:42:12	1575/1575	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jul%202021%2005:38:47%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/clio_logo.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/clio_logo.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:13	19091/19091	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:24:35%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/crosssection.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/crosssection.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:13	49718/49718	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:24:56%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/cliosensor.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/cliosensor.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:13	35094/35094	---M--	200	added ('OK')	image/jpeg	date:Thu,%2022%20Jul%202021%2005:40:15%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/xray2.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/xray2.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:42:12%20GMT	https://www.sotaimaging.com/?p=2339	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/index03b7.html	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:14	43636/43636	---M-Z	200	added ('OK')	application/json	date:Mon,%2026%20Dec%202022%2014:42:12%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/2339/	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/2339/index.html	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:14	154900/154900	---M-Z	200	added ('OK')	text/html	date:Fri,%2016%20Dec%202022%2017:06:15%20GMT	https://www.sotaimaging.com/clio-digital-x-ray-sensors-specs-warranty/	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/clio-digital-x-ray-sensors-specs-warranty/index.html	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:14	20087/20087	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:24:14%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/xray1.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/xray1.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:15	792/792	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:49:17%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/better-experience.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/better-experience.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:15	1135/1135	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:49:14%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/lower-cost.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/lower-cost.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:15	530/530	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:49:10%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/superior-images.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/superior-images.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:15	28439/28439	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:35:39%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/cliosoft.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/cliosoft.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:15	3525/3525	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:38:36%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/sota_stories_logo.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/sota_stories_logo.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:16	118146/118146	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2007:55:56%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/06/SOTAClioVsOthers.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/06/SOTAClioVsOthers.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:16	1059/1059	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:46:43%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/Group-13.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/Group-13.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:16	1015/1015	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2007:42:57%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/Group-14.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/Group-14.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:16	4006/4006	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jul%202021%2008:26:10%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/clio_banner_bg.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/clio_banner_bg.jpg	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:16	14085/14085	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Jul%202021%2008:23:14%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/05/sensor.png	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/05/sensor.png	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:17	6496/6496	---M-Z	200	added ('OK')	text/css	date:Tue,%2005%20Oct%202021%2016:54:40%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/3482/et-divi-dynamic-tb-1466-tb-1483-3482.css?ver=1633452880	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/wp-content/et-cache/3482/et-divi-dynamic-tb-1466-tb-1483-34824f94.css	(from https://www.sotaimaging.com/sota-cloud/)
09:42:17	261/261	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Dec%202022%2014:42:17%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/3482	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/3482	(from https://www.sotaimaging.com/sota-cloud/)
09:42:18	36338/36338	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Jul%202021%2018:10:28%20GMT	https://www.sotaimaging.com/wp-content/uploads/2021/07/CloudWebpageCard.jpg	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/uploads/2021/07/CloudWebpageCard.jpg	(from https://www.sotaimaging.com/sota-cloud/)
09:42:18	1008860/1008860	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Jan%202022%2016:22:20%20GMT	https://www.sotaimaging.com/wp-content/cache/min/1/7d62b6cafc11168cb5a521984706ec20.js	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-content/cache/min/1/7d62b6cafc11168cb5a521984706ec20.js	(from https://www.sotaimaging.com/clio-digital-x-ray-sensor/)
09:42:20	56008/56008	---M-Z	200	added ('OK')	application/json	date:Mon,%2026%20Dec%202022%2014:42:18%20GMT	https://www.sotaimaging.com/wp-json/wp/v2/pages/3482/	D:/WEBSITE/sota%20imaging%20complete/www.sotaimaging.com/wp-json/wp/v2/pages/3482/index.html	(from https://www.sotaimaging.com/sota-cloud/)
